Group,Tank,Day,ZT,Chamber,FishCount
Experiment,2,10,13,4,2.016666667
Experiment,3,10,13,4,1.75
Experiment,1,10,13,5,1.5
Experiment,2,10,13,5,1.133333333
Experiment,3,10,13,5,1.666666667
Experiment,1,10,14,1,2.25
Experiment,2,10,14,1,1.2
Experiment,3,10,14,1,0.033333333
Experiment,1,10,14,2,5.35
Experiment,2,10,14,2,5.266666667
Experiment,3,10,14,2,4.25
Experiment,1,10,14,3,2.233333333
Experiment,2,10,14,3,2.416666667
Experiment,3,10,14,3,3.666666667
Experiment,1,10,14,4,1.083333333
Experiment,2,10,14,4,2.283333333
Experiment,3,10,14,4,1.95
Experiment,1,10,14,5,1.083333333
Experiment,2,10,14,5,0.833333333
Experiment,3,10,14,5,2.1
Experiment,1,10,15,1,2.683333333
Experiment,2,10,15,1,1.45
Experiment,3,10,15,1,0.1
Experiment,1,10,15,2,5.6
Experiment,2,10,15,2,4.8
Experiment,3,10,15,2,4.016666667
Experiment,1,10,15,3,1.166666667
Experiment,2,10,15,3,2.533333333
Experiment,3,10,15,3,4.8
Experiment,1,10,15,4,1
Experiment,2,10,15,4,1.85
Experiment,3,10,15,4,1.616666667
Experiment,1,10,15,5,1.55
Experiment,2,10,15,5,1.366666667
Experiment,3,10,15,5,1.466666667
Experiment,1,10,16,1,2.433333333
Experiment,2,10,16,1,1.8
Experiment,3,10,16,1,0.033333333
Experiment,1,10,16,2,6.033333333
Experiment,2,10,16,2,4.7
Experiment,3,10,16,2,4.7
Experiment,1,10,16,3,1.1
Experiment,2,10,16,3,1.633333333
Experiment,3,10,16,3,4.933333333
Experiment,1,10,16,4,0.633333333
Experiment,2,10,16,4,2.2
Experiment,3,10,16,4,2.166666667
Experiment,1,10,16,5,1.8
Experiment,2,10,16,5,1.666666667
Experiment,3,10,16,5,0.166666667
Experiment,1,10,17,1,3.116666667
Experiment,2,10,17,1,1.9
Experiment,3,10,17,1,0.1
Experiment,1,10,17,2,6.216666667
Experiment,2,10,17,2,4.933333333
Experiment,3,10,17,2,4.4
Experiment,1,10,17,3,0.633333333
Experiment,2,10,17,3,1.916666667
Experiment,3,10,17,3,5.266666667
Experiment,1,10,17,4,0.6
Experiment,2,10,17,4,2.1
Experiment,3,10,17,4,2.083333333
Experiment,1,10,17,5,1.433333333
Experiment,2,10,17,5,1.15
Experiment,3,10,17,5,0.15
Experiment,1,10,18,1,2.9
Experiment,2,10,18,1,2.033333333
Experiment,3,10,18,1,0.116666667
Experiment,1,10,18,2,6.016666667
Experiment,2,10,18,2,5.083333333
Experiment,3,10,18,2,4.05
Experiment,1,10,18,3,0.716666667
Experiment,2,10,18,3,1.2
Experiment,3,10,18,3,6.2
Experiment,1,10,18,4,0.95
Experiment,2,10,18,4,2.716666667
Experiment,3,10,18,4,1.016666667
Experiment,1,10,18,5,1.416666667
Experiment,2,10,18,5,0.966666667
Experiment,3,10,18,5,0.616666667
Experiment,1,10,19,1,2.866666667
Experiment,2,10,19,1,2.066666667
Experiment,3,10,19,1,0.516666667
Experiment,1,10,19,2,5.466666667
Experiment,2,10,19,2,4.9
Experiment,3,10,19,2,4.233333333
Experiment,1,10,19,3,0.766666667
Experiment,2,10,19,3,0.983333333
Experiment,3,10,19,3,6.266666667
Experiment,1,10,19,4,1.233333333
Experiment,2,10,19,4,2.3
Experiment,3,10,19,4,0.6
Experiment,1,10,19,5,1.666666667
Experiment,2,10,19,5,1.75
Experiment,3,10,19,5,0.383333333
Experiment,1,10,20,1,2.616666667
Experiment,2,10,20,1,2.033333333
Experiment,3,10,20,1,0.1
Experiment,1,10,20,2,4.916666667
Experiment,2,10,20,2,5.166666667
Experiment,3,10,20,2,4.666666667
Experiment,1,10,20,3,1.616666667
Experiment,2,10,20,3,1.683333333
Experiment,3,10,20,3,5.383333333
Experiment,1,10,20,4,1.1
Experiment,2,10,20,4,2.366666667
Experiment,3,10,20,4,0.833333333
Experiment,1,10,20,5,1.75
Experiment,2,10,20,5,0.75
Experiment,3,10,20,5,1.016666667
Experiment,1,10,21,1,1.8
Experiment,2,10,21,1,1.6
Experiment,3,10,21,1,0.466666667
Experiment,1,10,21,2,4.683333333
Experiment,2,10,21,2,4.85
Experiment,3,10,21,2,4.683333333
Experiment,1,10,21,3,1.866666667
Experiment,2,10,21,3,2.483333333
Experiment,3,10,21,3,4.35
Experiment,1,10,21,4,1.433333333
Experiment,2,10,21,4,1.6
Experiment,3,10,21,4,1.783333333
Experiment,1,10,21,5,2.216666667
Experiment,2,10,21,5,1.466666667
Experiment,3,10,21,5,0.716666667
Experiment,1,10,22,1,1.633333333
Experiment,2,10,22,1,1.85
Experiment,3,10,22,1,0.45
Experiment,1,10,22,2,4.6
Experiment,2,10,22,2,4.516666667
Experiment,3,10,22,2,3.7
Experiment,1,10,22,3,1.566666667
Experiment,2,10,22,3,1.966666667
Experiment,3,10,22,3,3.583333333
Experiment,1,10,22,4,1.966666667
Experiment,2,10,22,4,1.833333333
Experiment,3,10,22,4,3.266666667
Experiment,1,10,22,5,2.233333333
Experiment,2,10,22,5,1.833333333
Experiment,3,10,22,5,1
Experiment,1,10,23,1,1.733333333
Experiment,2,10,23,1,1.3
Experiment,3,10,23,1,0.9
Experiment,1,10,23,2,4.483333333
Experiment,2,10,23,2,4.933333333
Experiment,3,10,23,2,2.2
Experiment,1,10,23,3,1.783333333
Experiment,2,10,23,3,1.933333333
Experiment,3,10,23,3,3.783333333
Experiment,1,10,23,4,1.633333333
Experiment,2,10,23,4,1.716666667
Experiment,3,10,23,4,3.35
Experiment,1,10,23,5,2.366666667
Experiment,2,10,23,5,2.116666667
Experiment,3,10,23,5,1.766666667
Experiment,1,11,0,1,2.633333333
Experiment,2,11,0,1,3.466666667
Experiment,3,11,0,1,1.383333333
Experiment,1,11,0,2,3.153846154
Experiment,2,11,0,2,1.923076923
Experiment,3,11,0,2,1.717948718
Experiment,1,11,0,3,1.102564103
Experiment,2,11,0,3,1.076923077
Experiment,3,11,0,3,1.333333333
Experiment,1,11,0,4,1.205128205
Experiment,2,11,0,4,1.230769231
Experiment,3,11,0,4,0.487179487
Experiment,1,11,0,5,4
Experiment,2,11,0,5,3.871794872
Experiment,3,11,0,5,7.205128205
Experiment,1,11,1,1,2.016666667
Experiment,2,11,1,1,3.283333333
Experiment,3,11,1,1,1.016666667
Experiment,1,11,1,2,2.916666667
Experiment,2,11,1,2,2.716666667
Experiment,3,11,1,2,0.716666667
Experiment,1,11,1,3,2.333333333
Experiment,2,11,1,3,1.333333333
Experiment,3,11,1,3,1.333333333
Experiment,1,11,1,4,0.866666667
Experiment,2,11,1,4,1.116666667
Experiment,3,11,1,4,1.066666667
Experiment,1,11,1,5,3.866666667
Experiment,2,11,1,5,3.55
Experiment,3,11,1,5,7.866666667
Experiment,1,11,2,1,2.033333333
Experiment,2,11,2,1,2.6
Experiment,3,11,2,1,1.083333333
Experiment,1,11,2,2,2.766666667
Experiment,2,11,2,2,2.7
Experiment,3,11,2,2,1.066666667
Experiment,1,11,2,3,2.866666667
Experiment,2,11,2,3,1.433333333
Experiment,3,11,2,3,2.633333333
Experiment,1,11,2,4,0.75
Experiment,2,11,2,4,2.4
Experiment,3,11,2,4,1.666666667
Experiment,1,11,2,5,3.583333333
Experiment,2,11,2,5,2.866666667
Experiment,3,11,2,5,5.55
Experiment,1,11,3,1,1.566666667
Experiment,2,11,3,1,2.483333333
Experiment,3,11,3,1,0.85
Experiment,1,11,3,2,2.55
Experiment,2,11,3,2,2.816666667
Experiment,3,11,3,2,0.5
Experiment,1,11,3,3,1.883333333
Experiment,2,11,3,3,1.783333333
Experiment,3,11,3,3,0.333333333
Experiment,1,11,3,4,1.6
Experiment,2,11,3,4,2.916666667
Experiment,3,11,3,4,4.166666667
Experiment,1,11,3,5,4.4
Experiment,2,11,3,5,2
Experiment,3,11,3,5,6.15
Experiment,1,11,4,1,1.9
Experiment,2,11,4,1,1.816666667
Experiment,3,11,4,1,0.933333333
Experiment,1,11,4,2,3.483333333
Experiment,2,11,4,2,2.283333333
Experiment,3,11,4,2,0.733333333
Experiment,1,11,4,3,2.916666667
Experiment,2,11,4,3,3.733333333
Experiment,3,11,4,3,1.416666667
Experiment,1,11,4,4,0.9
Experiment,2,11,4,4,2.3
Experiment,3,11,4,4,3
Experiment,1,11,4,5,2.8
Experiment,2,11,4,5,1.866666667
Experiment,3,11,4,5,5.916666667
Experiment,1,11,5,1,1.583333333
Experiment,2,11,5,1,1.183333333
Experiment,3,11,5,1,1.1
Experiment,1,11,5,2,3.316666667
Experiment,2,11,5,2,1.7
Experiment,3,11,5,2,1.166666667
Experiment,1,11,5,3,3.35
Experiment,2,11,5,3,3.416666667
Experiment,3,11,5,3,2.116666667
Experiment,1,11,5,4,1.2
Experiment,2,11,5,4,2.583333333
Experiment,3,11,5,4,2.2
Experiment,1,11,5,5,2.55
Experiment,2,11,5,5,3.116666667
Experiment,3,11,5,5,5.416666667
Experiment,1,11,6,1,1.7
Experiment,2,11,6,1,2.216666667
Experiment,3,11,6,1,1.183333333
Experiment,1,11,6,2,1.683333333
Experiment,2,11,6,2,2.816666667
Experiment,3,11,6,2,1.666666667
Experiment,1,11,6,3,3.366666667
Experiment,2,11,6,3,2.35
Experiment,3,11,6,3,1.5
Experiment,1,11,6,4,1.783333333
Experiment,2,11,6,4,1.75
Experiment,3,11,6,4,4.316666667
Experiment,1,11,6,5,3.466666667
Experiment,2,11,6,5,2.866666667
Experiment,3,11,6,5,3.333333333
Experiment,1,11,7,1,1.866666667
Experiment,2,11,7,1,1.6
Experiment,3,11,7,1,1.033333333
Experiment,1,11,7,2,2
Experiment,2,11,7,2,1.433333333
Experiment,3,11,7,2,1.116666667
Experiment,1,11,7,3,3.883333333
Experiment,2,11,7,3,2.533333333
Experiment,3,11,7,3,1.733333333
Experiment,1,11,7,4,1.816666667
Experiment,2,11,7,4,2.166666667
Experiment,3,11,7,4,4.583333333
Experiment,1,11,7,5,2.433333333
Experiment,2,11,7,5,4.266666667
Experiment,3,11,7,5,3.533333333
Experiment,1,11,8,1,1.816666667
Experiment,2,11,8,1,1.733333333
Experiment,3,11,8,1,1.133333333
Experiment,1,11,8,2,1.85
Experiment,2,11,8,2,0.966666667
Experiment,3,11,8,2,1.416666667
Experiment,1,11,8,3,4.516666667
Experiment,2,11,8,3,3.183333333
Experiment,3,11,8,3,3.6
Experiment,1,11,8,4,1.883333333
Experiment,2,11,8,4,1.933333333
Experiment,3,11,8,4,3.133333333
Experiment,1,11,8,5,1.933333333
Experiment,2,11,8,5,4.183333333
Experiment,3,11,8,5,2.716666667
Experiment,1,11,9,1,1.166666667
Experiment,2,11,9,1,2.433333333
Experiment,3,11,9,1,1.15
Experiment,1,11,9,2,2.033333333
Experiment,2,11,9,2,1.183333333
Experiment,3,11,9,2,1.033333333
Experiment,1,11,9,3,4.9
Experiment,2,11,9,3,1.85
Experiment,3,11,9,3,2.433333333
Experiment,1,11,9,4,1.816666667
Experiment,2,11,9,4,3.216666667
Experiment,3,11,9,4,4.583333333
Experiment,1,11,9,5,2.083333333
Experiment,2,11,9,5,3.316666667
Experiment,3,11,9,5,2.8
Experiment,1,11,10,1,1.166666667
Experiment,2,11,10,1,2.3
Experiment,3,11,10,1,1.183333333
Experiment,1,11,10,2,2.416666667
Experiment,2,11,10,2,1.933333333
Experiment,3,11,10,2,1.416666667
Experiment,1,11,10,3,3.333333333
Experiment,2,11,10,3,2.866666667
Experiment,3,11,10,3,2.483333333
Experiment,1,11,10,4,2.366666667
Experiment,2,11,10,4,2.5
Experiment,3,11,10,4,4.266666667
Experiment,1,11,10,5,2.716666667
Experiment,2,11,10,5,2.4
Experiment,3,11,10,5,2.65
Experiment,1,11,11,1,2.633333333
Experiment,2,11,11,1,2.25
Experiment,3,11,11,1,1.116666667
Experiment,1,11,11,2,2
Experiment,2,11,11,2,1.816666667
Experiment,3,11,11,2,1.733333333
Experiment,1,11,11,3,2.233333333
Experiment,2,11,11,3,2.033333333
Experiment,3,11,11,3,2.033333333
Experiment,1,11,11,4,2
Experiment,2,11,11,4,2.7
Experiment,3,11,11,4,3.116666667
Experiment,1,11,11,5,3.133333333
Experiment,2,11,11,5,3.2
Experiment,3,11,11,5,4
Experiment,1,11,12,1,4.433333333
Experiment,2,11,12,1,1.516666667
Experiment,3,11,12,1,1.4
Experiment,1,11,12,2,1.233333333
Experiment,2,11,12,2,3.5
Experiment,3,11,12,2,2.5
Experiment,1,11,12,3,2.783333333
Experiment,2,11,12,3,3.283333333
Experiment,3,11,12,3,3.966666667
Experiment,1,11,12,4,1.25
Experiment,2,11,12,4,2.416666667
Experiment,3,11,12,4,2.833333333
Experiment,1,11,12,5,2.3
Experiment,2,11,12,5,1.283333333
Experiment,3,11,12,5,1.3
Experiment,1,11,13,1,4.383333333
Experiment,2,11,13,1,2.083333333
Experiment,3,11,13,1,1.166666667
Experiment,1,11,13,2,1
Experiment,2,11,13,2,3.85
Experiment,3,11,13,2,2.933333333
Experiment,1,11,13,3,3.016666667
Experiment,2,11,13,3,3.2
Experiment,3,11,13,3,4.666666667
Experiment,1,11,13,4,1.283333333
Experiment,2,11,13,4,1.683333333
Experiment,3,11,13,4,2.366666667
Experiment,1,11,13,5,2.316666667
Experiment,2,11,13,5,1.183333333
Experiment,3,11,13,5,0.866666667
Experiment,1,11,14,1,4.133333333
Experiment,2,11,14,1,1.733333333
Experiment,3,11,14,1,0.95
Experiment,1,11,14,2,2.4
Experiment,2,11,14,2,4.566666667
Experiment,3,11,14,2,3.7
Experiment,1,11,14,3,1.816666667
Experiment,2,11,14,3,2.833333333
Experiment,3,11,14,3,4.166666667
Experiment,1,11,14,4,1.316666667
Experiment,2,11,14,4,1.516666667
Experiment,3,11,14,4,2.133333333
Experiment,1,11,14,5,2.333333333
Experiment,2,11,14,5,1.35
Experiment,3,11,14,5,1.05
Experiment,1,11,15,1,4.3
Experiment,2,11,15,1,1.3
Experiment,3,11,15,1,1
Experiment,1,11,15,2,2.716666667
Experiment,2,11,15,2,4.75
Experiment,3,11,15,2,4.25
Experiment,1,11,15,3,1.816666667
Experiment,2,11,15,3,3.2
Experiment,3,11,15,3,3.783333333
Experiment,1,11,15,4,0.916666667
Experiment,2,11,15,4,1.6
Experiment,3,11,15,4,2.016666667
Experiment,1,11,15,5,2.25
Experiment,2,11,15,5,1.15
Experiment,3,11,15,5,0.95
Experiment,1,11,16,1,4.533333333
Experiment,2,11,16,1,1.966666667
Experiment,3,11,16,1,1.066666667
Experiment,1,11,16,2,2.933333333
Experiment,2,11,16,2,4
Experiment,3,11,16,2,3.766666667
Experiment,1,11,16,3,1.2
Experiment,2,11,16,3,4.633333333
Experiment,3,11,16,3,4.033333333
Experiment,1,11,16,4,1.066666667
Experiment,2,11,16,4,1.233333333
Experiment,3,11,16,4,2.133333333
Experiment,1,11,16,5,2.266666667
Experiment,2,11,16,5,0.166666667
Experiment,3,11,16,5,1
Experiment,1,11,17,1,4.55
Experiment,2,11,17,1,1.666666667
Experiment,3,11,17,1,1.216666667
Experiment,1,11,17,2,2.933333333
Experiment,2,11,17,2,4.116666667
Experiment,3,11,17,2,4.483333333
Experiment,1,11,17,3,1
Experiment,2,11,17,3,4.366666667
Experiment,3,11,17,3,3.216666667
Experiment,1,11,17,4,1.05
Experiment,2,11,17,4,1.633333333
Experiment,3,11,17,4,2.016666667
Experiment,1,11,17,5,2.466666667
Experiment,2,11,17,5,0.216666667
Experiment,3,11,17,5,1.066666667
Experiment,1,11,18,1,4.45
Experiment,2,11,18,1,2.033333333
Experiment,3,11,18,1,0.966666667
Experiment,1,11,18,2,2.316666667
Experiment,2,11,18,2,3.416666667
Experiment,3,11,18,2,4.266666667
Experiment,1,11,18,3,1.266666667
Experiment,2,11,18,3,4.416666667
Experiment,3,11,18,3,4.416666667
Experiment,1,11,18,4,1.1
Experiment,2,11,18,4,1.35
Experiment,3,11,18,4,1.35
Experiment,1,11,18,5,2.866666667
Experiment,2,11,18,5,0.783333333
Experiment,3,11,18,5,1
Experiment,1,11,19,1,3.783333333
Experiment,2,11,19,1,1.966666667
Experiment,3,11,19,1,0.55
Experiment,1,11,19,2,2.1
Experiment,2,11,19,2,4.666666667
Experiment,3,11,19,2,3.733333333
Experiment,1,11,19,3,2.183333333
Experiment,2,11,19,3,2.933333333
Experiment,3,11,19,3,5.533333333
Experiment,1,11,19,4,1
Experiment,2,11,19,4,1.533333333
Experiment,3,11,19,4,1.05
Experiment,1,11,19,5,2.933333333
Experiment,2,11,19,5,0.9
Experiment,3,11,19,5,1.133333333
Experiment,1,11,20,1,4.35
Experiment,2,11,20,1,1.633333333
Experiment,3,11,20,1,0.733333333
Experiment,1,11,20,2,1.916666667
Experiment,2,11,20,2,5.716666667
Experiment,3,11,20,2,3.416666667
Experiment,1,11,20,3,1.666666667
Experiment,2,11,20,3,2.016666667
Experiment,3,11,20,3,4.483333333
Experiment,1,11,20,4,1.016666667
Experiment,2,11,20,4,1.883333333
Experiment,3,11,20,4,1.9
Experiment,1,11,20,5,3.05
Experiment,2,11,20,5,0.75
Experiment,3,11,20,5,1.466666667
Experiment,1,11,21,1,4.05
Experiment,2,11,21,1,1.7
Experiment,3,11,21,1,0.716666667
Experiment,1,11,21,2,1.233333333
Experiment,2,11,21,2,4.833333333
Experiment,3,11,21,2,2.666666667
Experiment,1,11,21,3,2.166666667
Experiment,2,11,21,3,2.316666667
Experiment,3,11,21,3,4.55
Experiment,1,11,21,4,1.316666667
Experiment,2,11,21,4,1.883333333
Experiment,3,11,21,4,3.483333333
Experiment,1,11,21,5,3.233333333
Experiment,2,11,21,5,1.266666667
Experiment,3,11,21,5,0.583333333
Experiment,1,11,22,1,3.666666667
Experiment,2,11,22,1,2.016666667
Experiment,3,11,22,1,0.616666667
Experiment,1,11,22,2,0.933333333
Experiment,2,11,22,2,3.866666667
Experiment,3,11,22,2,2.883333333
Experiment,1,11,22,3,1.733333333
Experiment,2,11,22,3,2.35
Experiment,3,11,22,3,4.9
Experiment,1,11,22,4,1.566666667
Experiment,2,11,22,4,1.95
Experiment,3,11,22,4,2.5
Experiment,1,11,22,5,4.1
Experiment,2,11,22,5,1.816666667
Experiment,3,11,22,5,1.1
Experiment,1,11,23,1,3.816666667
Experiment,2,11,23,1,1.416666667
Experiment,3,11,23,1,0.25
Experiment,1,11,23,2,0.816666667
Experiment,2,11,23,2,3.75
Experiment,3,11,23,2,1.333333333
Experiment,1,11,23,3,1.55
Experiment,2,11,23,3,1.45
Experiment,3,11,23,3,6.083333333
Experiment,1,11,23,4,1.633333333
Experiment,2,11,23,4,2.616666667
Experiment,3,11,23,4,2.833333333
Experiment,1,11,23,5,4.183333333
Experiment,2,11,23,5,2.766666667
Experiment,3,11,23,5,1.5
Experiment,1,12,0,1,5.383333333
Experiment,2,12,0,1,3.016666667
Experiment,3,12,0,1,1.883333333
Experiment,1,12,0,2,1.179487179
Experiment,2,12,0,2,0.974358974
Experiment,3,12,0,2,1.179487179
Experiment,1,12,0,3,1.435897436
Experiment,2,12,0,3,0.974358974
Experiment,3,12,0,3,0.769230769
Experiment,1,12,0,4,1.102564103
Experiment,2,12,0,4,0.923076923
Experiment,3,12,0,4,0.871794872
Experiment,1,12,0,5,2.820512821
Experiment,2,12,0,5,6.051282051
Experiment,3,12,0,5,6.871794872
Experiment,1,12,1,1,4.783333333
Experiment,2,12,1,1,2.9
Experiment,3,12,1,1,3.233333333
Experiment,1,12,1,2,1.266666667
Experiment,2,12,1,2,1.65
Experiment,3,12,1,2,0.65
Experiment,1,12,1,3,1.483333333
Experiment,2,12,1,3,1.816666667
Experiment,3,12,1,3,0.883333333
Experiment,1,12,1,4,1.45
Experiment,2,12,1,4,1.25
Experiment,3,12,1,4,1.2
Experiment,1,12,1,5,3.016666667
Experiment,2,12,1,5,4.383333333
Experiment,3,12,1,5,6.033333333
Experiment,1,12,2,1,3.383333333
Experiment,2,12,2,1,2.85
Experiment,3,12,2,1,3.2
Experiment,1,12,2,2,1.333333333
Experiment,2,12,2,2,1.733333333
Experiment,3,12,2,2,0.583333333
Experiment,1,12,2,3,2.5
Experiment,2,12,2,3,2.15
Experiment,3,12,2,3,3.833333333
Experiment,1,12,2,4,1.65
Experiment,2,12,2,4,1.983333333
Experiment,3,12,2,4,1.733333333
Experiment,1,12,2,5,3.133333333
Experiment,2,12,2,5,3.283333333
Experiment,3,12,2,5,2.65
Experiment,1,12,3,1,2.983333333
Experiment,2,12,3,1,2.766666667
Experiment,3,12,3,1,2.833333333
Experiment,1,12,3,2,3.016666667
Experiment,2,12,3,2,1.916666667
Experiment,3,12,3,2,0.816666667
Experiment,1,12,3,3,2.6
Experiment,2,12,3,3,2.2
Experiment,3,12,3,3,0.616666667
Experiment,1,12,3,4,1.333333333
Experiment,2,12,3,4,1.733333333
Experiment,3,12,3,4,3.783333333
Experiment,1,12,3,5,2.066666667
Experiment,2,12,3,5,3.383333333
Experiment,3,12,3,5,3.95
Experiment,1,12,4,1,2.016666667
Experiment,2,12,4,1,2.466666667
Experiment,3,12,4,1,1.866666667
Experiment,1,12,4,2,2.833333333
Experiment,2,12,4,2,1.616666667
Experiment,3,12,4,2,0.65
Experiment,1,12,4,3,4.383333333
Experiment,2,12,4,3,2.566666667
Experiment,3,12,4,3,0.683333333
Experiment,1,12,4,4,1.1
Experiment,2,12,4,4,2.566666667
Experiment,3,12,4,4,2.95
Experiment,1,12,4,5,1.666666667
Experiment,2,12,4,5,2.783333333
Experiment,3,12,4,5,5.85
Experiment,1,12,5,1,1.45
Experiment,2,12,5,1,2.25
Experiment,3,12,5,1,1.266666667
Experiment,1,12,5,2,2.25
Experiment,2,12,5,2,1.05
Experiment,3,12,5,2,1.316666667
Experiment,1,12,5,3,5.516666667
Experiment,2,12,5,3,2.35
Experiment,3,12,5,3,1.683333333
Experiment,1,12,5,4,0.933333333
Experiment,2,12,5,4,2.75
Experiment,3,12,5,4,1.483333333
Experiment,1,12,5,5,1.85
Experiment,2,12,5,5,3.6
Experiment,3,12,5,5,6.25
Experiment,1,12,6,1,1.683333333
Experiment,2,12,6,1,2.833333333
Experiment,3,12,6,1,1.466666667
Experiment,1,12,6,2,3.716666667
Experiment,2,12,6,2,1.583333333
Experiment,3,12,6,2,0.933333333
Experiment,1,12,6,3,3.383333333
Experiment,2,12,6,3,2.083333333
Experiment,3,12,6,3,1.65
Experiment,1,12,6,4,1.716666667
Experiment,2,12,6,4,2.75
Experiment,3,12,6,4,1.416666667
Experiment,1,12,6,5,1.5
Experiment,2,12,6,5,2.75
Experiment,3,12,6,5,6.533333333
Experiment,1,12,7,1,1.583333333
Experiment,2,12,7,1,2.55
Experiment,3,12,7,1,1.233333333
Experiment,1,12,7,2,3.85
Experiment,2,12,7,2,1.666666667
Experiment,3,12,7,2,1.5
Experiment,1,12,7,3,3.866666667
Experiment,2,12,7,3,2.3
Experiment,3,12,7,3,1.866666667
Experiment,1,12,7,4,1.116666667
Experiment,2,12,7,4,2.883333333
Experiment,3,12,7,4,2.4
Experiment,1,12,7,5,1.583333333
Experiment,2,12,7,5,2.6
Experiment,3,12,7,5,5
Experiment,1,12,8,1,1.45
Experiment,2,12,8,1,2.466666667
Experiment,3,12,8,1,0.766666667
Experiment,1,12,8,2,3.5
Experiment,2,12,8,2,1.566666667
Experiment,3,12,8,2,1.05
Experiment,1,12,8,3,4.216666667
Experiment,2,12,8,3,3.866666667
Experiment,3,12,8,3,4.2
Experiment,1,12,8,4,0.9
Experiment,2,12,8,4,2.05
Experiment,3,12,8,4,2.783333333
Experiment,1,12,8,5,1.933333333
Experiment,2,12,8,5,2.05
Experiment,3,12,8,5,3.2
Experiment,1,12,9,1,1.6
Experiment,2,12,9,1,2.916666667
Experiment,3,12,9,1,0.65
Experiment,1,12,9,2,3
Experiment,2,12,9,2,1.716666667
Experiment,3,12,9,2,1.2
Experiment,1,12,9,3,4.383333333
Experiment,2,12,9,3,2.666666667
Experiment,3,12,9,3,3.216666667
Experiment,1,12,9,4,1
Experiment,2,12,9,4,1.783333333
Experiment,3,12,9,4,3.6
Experiment,1,12,9,5,2.016666667
Experiment,2,12,9,5,2.916666667
Experiment,3,12,9,5,3.333333333
Experiment,1,12,10,1,2.033333333
Experiment,2,12,10,1,3.3
Experiment,3,12,10,1,1.1
Experiment,1,12,10,2,3.266666667
Experiment,2,12,10,2,1.7
Experiment,3,12,10,2,0.883333333
Experiment,1,12,10,3,3.933333333
Experiment,2,12,10,3,1.766666667
Experiment,3,12,10,3,1.05
Experiment,1,12,10,4,0.833333333
Experiment,2,12,10,4,2
Experiment,3,12,10,4,2.733333333
Experiment,1,12,10,5,1.933333333
Experiment,2,12,10,5,3.233333333
Experiment,3,12,10,5,6.233333333
Experiment,1,12,11,1,2.083333333
Experiment,2,12,11,1,2.366666667
Experiment,3,12,11,1,1.4
Experiment,1,12,11,2,2.766666667
Experiment,2,12,11,2,1.65
Experiment,3,12,11,2,1.6
Experiment,1,12,11,3,1.433333333
Experiment,2,12,11,3,3.266666667
Experiment,3,12,11,3,1.383333333
Experiment,1,12,11,4,1.166666667
Experiment,2,12,11,4,2.183333333
Experiment,3,12,11,4,2.233333333
Experiment,1,12,11,5,4.55
Experiment,2,12,11,5,2.533333333
Experiment,3,12,11,5,5.383333333
Experiment,1,12,12,1,2.016666667
Experiment,2,12,12,1,1.983333333
Experiment,3,12,12,1,0.933333333
Experiment,1,12,12,2,3.8
Experiment,2,12,12,2,3.616666667
Experiment,3,12,12,2,3.116666667
Experiment,1,12,12,3,1.316666667
Experiment,2,12,12,3,2.033333333
Experiment,3,12,12,3,3.516666667
Experiment,1,12,12,4,1.083333333
Experiment,2,12,12,4,2.633333333
Experiment,3,12,12,4,3.25
Experiment,1,12,12,5,3.783333333
Experiment,2,12,12,5,1.733333333
Experiment,3,12,12,5,1.183333333
Experiment,1,12,13,1,1.983333333
Experiment,2,12,13,1,2
Experiment,3,12,13,1,0.816666667
Experiment,1,12,13,2,3.7
Experiment,2,12,13,2,4.633333333
Experiment,3,12,13,2,3.133333333
Experiment,1,12,13,3,1.716666667
Experiment,2,12,13,3,1.533333333
Experiment,3,12,13,3,4.133333333
Experiment,1,12,13,4,0.983333333
Experiment,2,12,13,4,2.466666667
Experiment,3,12,13,4,3.483333333
Experiment,1,12,13,5,3.616666667
Experiment,2,12,13,5,1.366666667
Experiment,3,12,13,5,0.433333333
Experiment,1,12,14,1,1.016666667
Experiment,2,12,14,1,2.35
Experiment,3,12,14,1,0.483333333
Experiment,1,12,14,2,4.833333333
Experiment,2,12,14,2,5.166666667
Experiment,3,12,14,2,2.766666667
Experiment,1,12,14,3,2.116666667
Experiment,2,12,14,3,2.8
Experiment,3,12,14,3,4.1
Experiment,1,12,14,4,1.15
Experiment,2,12,14,4,1.116666667
Experiment,3,12,14,4,4.6
Experiment,1,12,14,5,2.883333333
Experiment,2,12,14,5,0.566666667
Experiment,3,12,14,5,0.05
Experiment,1,12,15,1,1
Experiment,2,12,15,1,2.1
Experiment,3,12,15,1,0.716666667
Experiment,1,12,15,2,5.216666667
Experiment,2,12,15,2,6.316666667
Experiment,3,12,15,2,3.016666667
Experiment,1,12,15,3,2.366666667
Experiment,2,12,15,3,2.616666667
Experiment,3,12,15,3,3.716666667
Experiment,1,12,15,4,0.983333333
Experiment,2,12,15,4,0.883333333
Experiment,3,12,15,4,4.333333333
Experiment,1,12,15,5,2.433333333
Experiment,2,12,15,5,0.083333333
Experiment,3,12,15,5,0.216666667
Experiment,1,12,16,1,1.066666667
Experiment,2,12,16,1,2.233333333
Experiment,3,12,16,1,0.8
Experiment,1,12,16,2,6.633333333
Experiment,2,12,16,2,5.3
Experiment,3,12,16,2,3.133333333
Experiment,1,12,16,3,2.133333333
